N,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROE
1293,KODEX 글로벌4차산업로보틱스(합성),"16,745",315,+1.92%,0,181,"1,081",0.60,"3,339",N/A,N/A,
1294,QV 인버스 레버리지 구리 선물 ETN(H),"18,050",0,0.00%,0,180,"1,000",0.00,0,N/A,N/A,
1295,메리츠 인버스 2X 구리 선물 ETN(H),"18,045",0,0.00%,0,180,"1,000",0.00,0,N/A,N/A,
1296,하나 인버스 2X 구리 선물 ETN(H),"17,955",0,0.00%,0,180,"1,000",0.00,0,N/A,N/A,
1297,KODEX 200롱코스닥150숏선물,"11,215",55,-0.49%,0,179,"1,600",0.00,142,N/A,N/A,
1298,TIGER 글로벌자원생산기업(합성 H),"15,540",125,-0.80%,0,179,"1,150",0.00,"5,631",N/A,N/A,
1299,미래에셋 KRX 금Auto-KO-P(참100) 2210 ETN,"8,895",0,0.00%,0,178,"2,000",0.00,0,N/A,N/A,
1300,한진칼우,"33,000",400,+1.23%,"2,500",177,537,0.90,578,-37.59,N/A,
1301,메리츠 인버스 2X 금 선물 ETN(H),"17,655",0,0.00%,0,177,"1,000",0.00,0,N/A,N/A,
1302,KB 인버스 2X 항셍테크 선물 ETN,"17,620",835,-4.52%,0,176,"1,000",0.00,"7,265",N/A,N/A,
1303,미래에셋 코스닥150 선물 ETN,"8,760",65,+0.75%,0,175,"2,000",0.00,161,N/A,N/A,
1304,KINDEX 코스닥150,"12,505",110,+0.89%,0,175,"1,400",0.00,"2,971",N/A,N/A,
1305,QV 인버스 레버리지 금 선물 ETN(H),"17,265",0,0.00%,0,173,"1,000",0.00,0,N/A,N/A,
1306,한화우,"35,950",800,+2.28%,"5,000",172,479,0.08,"1,468",6.08,N/A,
1307,신한 코스닥 150 ETN,"8,585",100,+1.18%,0,172,"2,000",0.00,"5,956",N/A,N/A,
1308,TRUE 인버스 2X 베트남 VN30 선물 ETN(H),"17,170",575,-3.24%,0,172,"1,000",0.00,"11,911",N/A,N/A,
1309,KODEX 코스피100,"28,440",175,+0.62%,0,171,600,0.00,"1,138",N/A,N/A,
1310,KINDEX G2전기차&자율주행액티브,"10,010",60,+0.60%,0,170,"1,700",0.00,"457,427",N/A,N/A,
1311,KODEX 200가치저변동,"10,590",25,+0.24%,0,169,"1,600",0.00,"1,471",N/A,N/A,
1312,ARIRANG 단기채권액티브,"106,145",10,+0.01%,0,169,159,0.00,993,N/A,N/A,
1313,KODEX MSCI KOREA ESG유니버설,"11,085",25,-0.23%,0,166,"1,500",0.00,"1,034",N/A,N/A,
1314,대신 니켈선물 ETN(H),"23,170",0,0.00%,0,162,700,0.00,"1,459",N/A,N/A,
1315,대신 2X 철광석 선물 ETN(H),"16,090",65,+0.41%,0,161,"1,000",0.00,"7,045",N/A,N/A,
1316,KODEX 구리선물(H),"8,330",70,+0.85%,0,158,"1,900",0.10,"10,616",N/A,N/A,
1317,KODEX 게임산업,"12,130",235,+1.98%,0,158,"1,300",0.00,"14,570",N/A,N/A,
1318,KODEX KRX300레버리지,"15,755",75,+0.48%,0,158,"1,000",0.00,"2,361",N/A,N/A,
1319,SOL 유럽탄소배출권선물S&P(H),"14,275",85,+0.60%,0,157,"1,100",0.24,"10,991",N/A,N/A,
1320,KODEX 보험,"7,050",85,+1.22%,0,155,"2,200",0.00,"32,125",N/A,N/A,
1321,KOSEF 코스닥150,"6,105",45,+0.74%,0,154,"2,520",0.33,"1,730",N/A,N/A,
1322,TIGER 원유선물인버스(H),"4,100",20,+0.49%,0,154,"3,750",0.00,"330,596",N/A,N/A,
1323,KB 천연가스 선물 ETN(H),"15,250",220,-1.42%,0,152,"1,000",0.00,"3,429",N/A,N/A,
1324,KOSEF Fn중소형,"23,080",350,+1.54%,0,152,660,0.00,51,N/A,N/A,
1325,TRUE S&P 유럽탄소배출권 선물 ETN(H),"15,195",65,+0.43%,0,152,"1,000",0.00,92,N/A,N/A,
1326,대신 천연가스 선물 ETN(H),"15,195",170,-1.11%,0,152,"1,000",0.00,"1,151",N/A,N/A,
1327,TIGER 유로스탁스배당30,"12,660",160,+1.28%,0,152,"1,200",0.00,"2,173",N/A,N/A,
1328,메리츠 S&P 유럽탄소배출권 선물 ETN(H),"15,165",35,+0.23%,0,152,"1,000",0.00,1,N/A,N/A,
1329,HANARO KRX300,"16,810",55,+0.33%,0,151,900,0.34,61,N/A,N/A,
1330,미래에셋 인버스 2X 옥수수 선물 ETN,"15,125",375,-2.42%,0,151,"1,000",0.00,"5,601",N/A,N/A,
1331,미래에셋 S&P 유럽탄소배출권 선물 ETN,"15,105",90,+0.60%,0,151,"1,000",0.00,"2,623",N/A,N/A,
1332,메리츠 S&P 유럽탄소배출권 선물 ETN,"15,100",75,+0.50%,0,151,"1,000",0.00,126,N/A,N/A,
1333,TIGER 글로벌사이버보안INDXX,"9,930",275,+2.85%,0,151,"1,520",17.21,"394,087",N/A,N/A,
1334,하나 인버스 2X 옥수수 선물 ETN(H),"14,930",300,-1.97%,0,149,"1,000",0.00,321,N/A,N/A,
1335,삼성 인버스 2X 은 선물 ETN(H),"1,490",15,+1.02%,0,149,"10,000",0.00,"63,116",N/A,N/A,
1336,에셋플러스 코리아플랫폼액티브,"8,760",45,+0.52%,0,149,"1,700",1.76,"5,152",N/A,N/A,
1337,KB 인버스 천연가스 선물 ETN,"9,870",185,+1.91%,0,148,"1,500",0.00,"6,873",N/A,N/A,
1338,KODEX S&P글로벌인프라(합성),"12,685",155,+1.24%,0,148,"1,166",0.09,"7,846",N/A,N/A,
1339,삼성 인버스 2X HSCEI ETN(H),"14,725",360,-2.39%,0,147,"1,000",0.00,6,N/A,N/A,
1340,TIGER 단기선진하이일드(합성 H),"12,270",5,-0.04%,0,147,"1,200",0.00,648,N/A,N/A,
1341,TIGER 일본니케이225,"16,350",160,+0.99%,0,147,900,0.00,"13,751",N/A,N/A,
1342,KBSTAR 글로벌메타버스Moorgate,"8,900",55,+0.62%,0,147,"1,650",0.09,"3,786",N/A,N/A,
1343,TRUE FTSE100 ETN,"14,685",145,+1.00%,0,147,"1,000",0.00,68,N/A,N/A,
1344,KBSTAR 채권혼합,"60,680",100,-0.16%,0,146,240,0.00,1,N/A,N/A,
1345,삼성 인버스 2X 항셍테크 ETN(H),"14,490",645,-4.26%,0,145,"1,000",0.00,"211,063",N/A,N/A,
1346,대신 알루미늄 선물 ETN(H),"14,490",40,-0.28%,0,145,"1,000",0.00,500,N/A,N/A,
1347,ARIRANG 200선물인버스2X,"4,975",45,-0.90%,0,144,"2,900",5.61,"191,848",N/A,N/A,
1348,TIGER LG그룹+펀더멘털,"9,875",140,+1.44%,0,144,"1,460",0.00,"5,108",N/A,N/A,
1349,TIMEFOLIO 탄소중립액티브,"8,465",90,+1.07%,0,144,"1,700",0.00,"1,779",N/A,N/A,
1350,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"14,340",500,-3.37%,0,143,"1,000",0.00,484,N/A,N/A,
1351,신한 인버스 2X 미국달러 선물 ETN,"7,170",35,+0.49%,0,143,"2,000",0.00,2,N/A,N/A,
1352,KBSTAR V&S셀렉트밸류채권혼합,"11,950",15,+0.13%,0,143,"1,200",0.00,"2,336",N/A,N/A,
1353,FOCUS ESG리더스,"10,620",110,+1.05%,0,143,"1,350",0.00,10,N/A,N/A,
1354,SK증권우,"3,590",55,-1.51%,500,140,"3,913",1.22,"3,626",34.85,N/A,
1355,태영건설우,"10,750",0,0.00%,500,140,"1,302",0.68,"2,370",-176.23,N/A,
1356,KINDEX 일본Nikkei225(H),"17,445",5,+0.03%,0,140,800,0.00,97,N/A,N/A,
1357,TIGER 은행,"8,455",10,-0.12%,0,139,"1,640",0.00,"9,190",N/A,N/A,
1358,KODEX 미국채10년선물,"11,535",35,-0.30%,0,138,"1,200",0.00,"2,241",N/A,N/A,
1359,신한 인버스 옥수수 선물 ETN(H),"6,870",65,-0.94%,0,137,"2,000",0.00,"10,333",N/A,N/A,
1360,삼양사우,"37,000",400,+1.09%,"5,000",137,370,6.36,30,8.01,N/A,
1361,SOL KRX300,"17,015",0,0.00%,0,136,800,0.00,0,N/A,N/A,
1362,KODEX 200exTOP,"12,320",0,0.00%,0,136,"1,100",0.00,0,N/A,N/A,
1363,KODEX 기계장비,"5,130",190,+3.85%,0,135,"2,640",0.10,"72,723",N/A,N/A,
1364,KBSTAR 200IT,"15,265",140,+0.93%,0,134,880,0.00,19,N/A,N/A,
1365,TIGER MSCI KOREA ESG유니버설,"11,090",40,+0.36%,0,133,"1,200",0.00,2,N/A,N/A,
1366,KINDEX 밸류대형,"9,440",30,+0.32%,0,132,"1,400",0.00,40,N/A,N/A,
1367,ARIRANG 코스피50,"25,730",20,-0.08%,0,131,510,1.01,402,N/A,N/A,
1368,메리츠 인버스 2X KRX300 선물 ETN,"13,075",145,-1.10%,0,131,"1,000",0.00,"29,662",N/A,N/A,
1369,삼성 인버스 항셍테크 ETN(H),"12,890",0,0.00%,0,129,"1,000",0.00,0,N/A,N/A,
1370,KB 레버리지 나스닥 100 ETN,"12,840",490,+3.97%,0,128,"1,000",0.00,"61,289",N/A,N/A,
1371,메리츠 인버스 2X 국채30년 ETN,"12,790",50,-0.39%,0,128,"1,000",0.00,150,N/A,N/A,
1372,KODEX 미국스마트모빌리티S&P,"7,950",70,-0.87%,0,127,"1,600",0.06,"5,678",N/A,N/A,
1373,KINDEX KRX금현물,"10,565",80,-0.75%,0,127,"1,200",0.00,"33,008",N/A,N/A,
1374,신한 인버스 콩 선물 ETN(H),"6,335",80,-1.25%,0,127,"2,000",0.00,"6,165",N/A,N/A,
1375,KINDEX 미국IT인터넷S&P(합성 H),"15,775",100,+0.64%,0,126,800,0.00,691,N/A,N/A,
1376,삼성 인버스 2X 구리 선물 ETN(H),"2,505",40,-1.57%,0,125,"5,000",0.00,"16,852",N/A,N/A,
1377,KB FnGuide 언택트 ETN,"12,515",125,+1.01%,0,125,"1,000",0.00,2,N/A,N/A,
1378,파워 코스피100,"28,385",80,-0.28%,0,125,440,0.00,48,N/A,N/A,
1379,대덕1우,"10,250",150,+1.49%,500,124,"1,212",0.03,"4,271",13.87,N/A,
1380,넥센우,"3,450",50,-1.43%,500,124,"3,601",17.66,"6,821",5.29,N/A,
1381,신한 인버스 금 선물 ETN(H),"6,210",40,+0.65%,0,124,"2,000",0.00,"1,527",N/A,N/A,
1382,KINDEX 국고채10년,"91,660",160,-0.17%,0,124,135,0.00,29,N/A,N/A,
1383,신한 인버스 2X 구리 선물 ETN,"2,465",25,-1.00%,0,123,"5,000",0.00,"7,310",N/A,N/A,
1384,ARIRANG 고배당주채권혼합,"11,195",50,+0.45%,0,123,"1,100",0.00,"3,264",N/A,N/A,
1385,KODEX 코스닥150롱코스피200숏선물,"8,195",35,+0.43%,0,123,"1,500",0.00,79,N/A,N/A,
1386,삼성 인버스 HSCEI ETN(H),"12,260",0,0.00%,0,123,"1,000",0.00,0,N/A,N/A,
1387,HANARO Fn5G산업,"12,900",165,+1.30%,0,123,950,0.16,"2,446",N/A,N/A,
1388,KODEX Fn K-뉴딜디지털플러스,"9,325",45,+0.48%,0,121,"1,300",0.00,445,N/A,N/A,
1389,TIGER 유로스탁스레버리지(합성 H),"9,195",260,+2.91%,0,120,"1,300",0.00,"6,946",N/A,N/A,
1390,대신 인버스 철광석 선물 ETN(H),"1,070",20,-1.83%,0,118,"11,000",0.00,"39,750",N/A,N/A,
1391,대신 밀 선물 ETN(H),"11,755",350,+3.07%,0,118,"1,000",0.00,"5,852",N/A,N/A,
1392,KODEX 미국달러선물인버스2X,"8,700",5,-0.06%,0,117,"1,350",0.00,"82,738",N/A,N/A,
1393,신한 레버리지 Russell 2000 ETN,"11,730",215,+1.87%,0,117,"1,000",0.00,705,N/A,N/A,
1394,KODEX 미국S&P산업재(합성),"20,370",120,+0.59%,0,117,574,0.00,"2,626",N/A,N/A,
1395,TIGER 우량가치,"11,450",100,+0.88%,0,117,"1,020",0.00,"4,631",N/A,N/A,
1396,메리츠 대표 농산물 선물 ETN(H),"11,660",175,+1.52%,0,117,"1,000",0.00,100,N/A,N/A,
1397,KODEX 필수소비재,"8,275",45,-0.54%,0,116,"1,400",0.00,"48,613",N/A,N/A,
1398,KODEX KTOP30,"19,285",35,+0.18%,0,116,600,0.00,698,N/A,N/A,
1399,TRUE 인버스 플래티넘 선물 ETN,"11,530",90,+0.79%,0,115,"1,000",0.00,607,N/A,N/A,
1400,하나 인버스 2X 콩 선물 ETN(H),"11,480",435,-3.65%,0,115,"1,000",0.00,"10,997",N/A,N/A,
1401,TRUE S&P500 양매도 4% OTM ETN(H),"11,480",0,0.00%,0,115,"1,000",0.00,0,N/A,N/A,
1402,KB KRX ESG Eco ETN,"11,455",95,+0.84%,0,115,"1,000",0.00,2,N/A,N/A,
1403,미래에셋 인버스 미디어엔터 Core5 ETN,"11,430",75,-0.65%,0,114,"1,000",0.00,149,N/A,N/A,
1404,KODEX 최소변동성,"11,410",35,+0.31%,0,114,"1,000",0.00,70,N/A,N/A,
1405,메리츠 인버스 국채30년 ETN,"11,370",30,-0.26%,0,114,"1,000",0.00,58,N/A,N/A,
1406,SOL 차이나육성산업액티브(합성),"9,470",425,+4.70%,0,114,"1,200",0.00,"9,344",N/A,N/A,
1407,KINDEX 중국본토CSI300레버리지(합성),"5,120",110,+2.20%,0,113,"2,200",0.87,"1,883",N/A,N/A,
1408,KBSTAR 헬스케어채권혼합,"11,250",15,+0.13%,0,112,"1,000",0.00,"7,150",N/A,N/A,
1409,TRUE 인버스 은 선물 ETN,"11,245",0,0.00%,0,112,"1,000",0.00,0,N/A,N/A,
1410,KBSTAR KRX300,"17,295",80,+0.46%,0,112,650,1.27,10,N/A,N/A,
1411,일양약품우,"25,250",300,+1.20%,"2,500",112,445,0.26,"1,095",42.65,N/A,
1412,KINDEX 중국과창판STAR50,"9,335",445,+5.01%,0,112,"1,200",3.48,"229,488",N/A,N/A,
1413,ARIRANG 고배당저변동50,"11,725",70,+0.60%,0,111,950,0.00,"2,837",N/A,N/A,
1414,KINDEX 중장기국공채액티브,"98,485",15,+0.02%,0,111,113,0.00,2,N/A,N/A,
1415,KOSEF 블루칩,"9,270",40,+0.43%,0,111,"1,200",0.00,199,N/A,N/A,
1416,KBSTAR 중국MSCI China(H),"10,590",140,+1.34%,0,111,"1,050",0.00,320,N/A,N/A,
1417,삼성 인버스 코스닥 150 선물 ETN,"11,090",135,-1.20%,0,111,"1,000",0.00,"44,747",N/A,N/A,
1418,TRUE 레버리지 유로스탁스50 ETN(H) B,"11,075",365,+3.41%,0,111,"1,000",0.00,982,N/A,N/A,
1419,하나 인버스 코스닥150 선물 ETN,"11,065",175,-1.56%,0,111,"1,000",0.00,33,N/A,N/A,
1420,ARIRANG 200선물레버리지,"36,830",195,+0.53%,0,110,300,1.06,"9,804",N/A,N/A,
1421,KINDEX 스마트로우볼,"15,770",60,+0.38%,0,110,700,0.00,"8,291",N/A,N/A,
1422,TRUE 인버스 HSCEI ETN(H) B,"11,005",0,0.00%,0,110,"1,000",0.00,0,N/A,N/A,
1423,KBSTAR KRX300레버리지,"15,710",60,+0.38%,0,110,700,0.21,255,N/A,N/A,
1424,TIGER 배당성장,"18,325",195,+1.08%,0,110,600,0.05,167,N/A,N/A,
1425,KB 레버리지 금 선물 ETN(H),"21,975",0,0.00%,0,110,500,0.00,0,N/A,N/A,
1426,TIGER 일본TOPIX헬스케어(합성),"10,975",65,-0.59%,0,110,"1,000",0.00,18,N/A,N/A,
1427,KINDEX 블룸버그베트남VN30선물레버리지(H),"21,780",780,+3.71%,0,109,500,0.00,"1,502",N/A,N/A,
1428,신한 USD K200 선물 바이셀 ETN,"5,445",0,0.00%,0,109,"2,000",0.00,0,N/A,N/A,
1429,TRUE 금 선물 ETN,"10,885",95,-0.87%,0,109,"1,000",0.00,51,N/A,N/A,
1430,KINDEX 싱가포르리츠,"12,070",5,-0.04%,0,109,900,0.00,"4,967",N/A,N/A,
1431,DB하이텍1우,"96,700",200,-0.21%,"5,000",109,112,1.07,464,20.20,N/A,
1432,신한 인버스 2X 은 선물 ETN(H),"2,165",30,+1.41%,0,108,"5,000",0.00,"70,256",N/A,N/A,
1433,SOL 차이나태양광CSI(합성),"8,955",230,+2.64%,0,107,"1,200",0.00,"1,070",N/A,N/A,
1434,HANARO 탄소효율그린뉴딜,"8,955",25,+0.28%,0,107,"1,200",0.00,"1,884",N/A,N/A,
1435,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"10,690",0,0.00%,0,107,"1,000",0.00,0,N/A,N/A,
1436,KOSEF 200선물인버스2X,"2,460",20,-0.81%,0,107,"4,340",0.46,"41,353",N/A,N/A,
1437,신한 달러인덱스 선물 ETN(H),"10,635",25,-0.23%,0,106,"1,000",0.00,3,N/A,N/A,
1438,KODEX Fn웹툰&드라마,"8,160",50,+0.62%,0,106,"1,300",0.00,"11,187",N/A,N/A,
1439,TRUE 베트남 VN30 선물 ETN(H),"10,555",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A,
1440,TIMEFOLIO K컬처액티브,"8,110",80,+1.00%,0,105,"1,300",0.00,925,N/A,N/A,
1441,ARIRANG 국채선물10년,"53,785",45,-0.08%,0,105,196,0.00,415,N/A,N/A,
1442,메리츠 인버스 2X 미국채10년 ETN(H),"10,540",145,+1.39%,0,105,"1,000",0.00,4,N/A,N/A,
1443,삼성 인버스 코스피 200 선물 ETN,"10,485",45,-0.43%,0,105,"1,000",0.00,97,N/A,N/A,
1444,메리츠 금 선물 ETN(H),"10,485",0,0.00%,0,105,"1,000",0.00,0,N/A,N/A,
1445,TRUE 구리 선물 ETN,"10,475",45,+0.43%,0,105,"1,000",0.00,15,N/A,N/A,
1446,삼성 금 선물 ETN(H),"10,465",65,-0.62%,0,105,"1,000",0.00,150,N/A,N/A,
1447,대상홀딩스우,"11,450",450,+4.09%,"1,000",105,913,0.84,"135,121",8.14,N/A,
1448,KB 레버리지 구리 선물 ETN(H),"20,910",340,+1.65%,0,105,500,0.00,54,N/A,N/A,
1449,KOSEF 미국달러선물인버스,"10,000",15,-0.15%,0,104,"1,040",0.00,532,N/A,N/A,
1450,KOSEF KRX100,"5,775",20,+0.35%,0,104,"1,800",0.01,75,N/A,N/A,
1451,TIGER 미국S&P500선물인버스(H),"3,825",35,-0.91%,0,103,"2,700",0.00,"41,728",N/A,N/A,
1452,HANARO Fn K-반도체,"9,830",120,+1.24%,0,103,"1,050",0.00,"2,275",N/A,N/A,
1453,삼성 구리 선물 ETN(H),"10,300",60,+0.59%,0,103,"1,000",0.00,1,N/A,N/A,
1454,메리츠 인버스 미국채10년 ETN(H),"10,295",75,+0.73%,0,103,"1,000",0.00,4,N/A,N/A,
1455,신한 인버스 구리 선물 ETN(H),"5,135",30,-0.58%,0,103,"2,000",0.00,194,N/A,N/A,
1456,메리츠 구리 선물 ETN(H),"10,245",0,0.00%,0,102,"1,000",0.00,0,N/A,N/A,
1457,ARIRANG KRX300,"17,025",55,+0.32%,0,102,600,0.84,132,N/A,N/A,
1458,메리츠 인버스 2X 국채10년 ETN,"10,205",0,0.00%,0,102,"1,000",0.00,2,N/A,N/A,
1459,TRUE 인버스 2X S&P500 선물 ETN(H),"2,040",25,-1.21%,0,102,"5,000",0.00,"24,441",N/A,N/A,
1460,노루페인트우,"22,000",700,+3.29%,500,102,463,0.53,"9,098",30.81,N/A,
1461,노루홀딩스우,"55,000","1,000",-1.79%,500,102,185,0.38,"13,870",66.19,N/A,
1462,마이다스 KoreaStock액티브,"19,395",135,+0.70%,0,102,525,0.00,71,N/A,N/A,
1463,성신양회우,"13,800",350,+2.60%,"5,000",102,736,3.28,"11,119",54.12,N/A,
1464,메리츠 인버스 국채10년 ETN,"10,115",5,-0.05%,0,101,"1,000",0.00,2,N/A,N/A,
1465,TIGER 일본TOPIX(합성 H),"15,620",260,+1.69%,0,100,640,0.00,13,N/A,N/A,
1466,TRUE 인버스 금 선물 ETN,"9,980",0,0.00%,0,100,"1,000",0.00,0,N/A,N/A,
1467,삼성 인버스 은 선물 ETN(H),"9,975",40,+0.40%,0,100,"1,000",0.00,1,N/A,N/A,
1468,HANARO Fn K-메타버스MZ,"9,975",195,+1.99%,0,100,"1,000",0.04,"13,255",N/A,N/A,
1469,KBSTAR KQ고배당,"14,250",135,+0.96%,0,100,700,0.00,243,N/A,N/A,
1470,메리츠 인버스 은 선물 ETN(H),"9,965",15,+0.15%,0,100,"1,000",0.00,17,N/A,N/A,
1471,삼성 나스닥 100 ETN(H),"9,950",210,+2.16%,0,100,"1,000",0.00,1,N/A,N/A,
1472,크라운제과우,"12,850",250,+1.98%,200,99,774,0.82,"6,590",13.40,N/A,
1473,KOSEF 고배당,"9,915",20,+0.20%,0,99,"1,000",0.51,"5,212",N/A,N/A,
1474,TREX 펀더멘탈 200,"39,655",90,+0.23%,0,99,250,0.08,1,N/A,N/A,
1475,미래에셋 인버스 에너지화학 Core5 ETN,"4,950",55,-1.10%,0,99,"2,000",0.00,241,N/A,N/A,
1476,메리츠 국채10년 ETN,"9,890",10,-0.10%,0,99,"1,000",0.00,202,N/A,N/A,
1477,KBSTAR 5대그룹주,"7,035",10,+0.14%,0,98,"1,400",0.00,910,N/A,N/A,
1478,KODEX 일본TOPIX100,"16,370",200,+1.24%,0,98,600,0.00,641,N/A,N/A,
1479,KINDEX 일본TOPIX레버리지(H),"19,605",90,+0.46%,0,98,500,0.00,331,N/A,N/A,
1480,메리츠 레버리지 국채10년 ETN,"9,765",5,+0.05%,0,98,"1,000",0.00,2,N/A,N/A,
1481,메리츠 미국채10년 ETN(H),"9,735",60,-0.61%,0,97,"1,000",0.00,2,N/A,N/A,
1482,메리츠 은 선물 ETN(H),"9,730",0,0.00%,0,97,"1,000",0.00,0,N/A,N/A,
1483,삼성 은 선물 ETN(H),"9,720",30,+0.31%,0,97,"1,000",0.00,1,N/A,N/A,
1484,KODEX 혁신기술테마액티브,"12,105",40,+0.33%,0,97,800,0.00,288,N/A,N/A,
1485,KINDEX 레버리지,"8,060",70,+0.88%,0,97,"1,200",0.28,"26,490",N/A,N/A,
1486,FOCUS 혁신기업액티브,"8,785",30,+0.34%,0,97,"1,100",0.00,"8,895",N/A,N/A,
1487,대신 아연선물 ETN(H),"13,790",155,+1.14%,0,97,700,0.00,913,N/A,N/A,
1488,삼성 인버스 나스닥 100 ETN(H),"9,650",205,-2.08%,0,96,"1,000",0.00,42,N/A,N/A,
1489,하나 KRX300 ETN,"9,645",115,+1.21%,0,96,"1,000",0.00,2,N/A,N/A,
1490,KBSTAR 차이나HSCEI(H),"9,620",105,+1.10%,0,96,"1,000",0.00,"1,054",N/A,N/A,
1491,KB 인버스 2X 은 선물 ETN(H),"19,200",75,+0.39%,0,96,500,0.00,110,N/A,N/A,
1492,TIGER 200 철강소재,"8,875",170,+1.95%,0,96,"1,080",1.92,"30,053",N/A,N/A,
1493,메리츠 인버스 구리 선물 ETN(H),"9,550",5,-0.05%,0,96,"1,000",0.00,10,N/A,N/A,
1494,TREX 200,"38,195",95,+0.25%,0,95,250,0.00,214,N/A,N/A,
1495,TIGER 코스닥150바이오테크,"8,485",70,+0.83%,0,95,"1,120",0.00,"1,929",N/A,N/A,
1496,한양증권우,"18,100",200,+1.12%,"5,000",95,525,0.14,249,3.22,N/A,
1497,KODEX TSE일본리츠(H),"11,875",30,+0.25%,0,95,800,0.00,9,N/A,N/A,
1498,삼성 인버스 구리 선물 ETN(H),"9,500",75,-0.78%,0,95,"1,000",0.00,3,N/A,N/A,
1499,계양전기우,"6,770",0,0.00%,500,95,"1,400",3.08,0,35.63,N/A,
1500,메리츠 레버리지 미국채10년 ETN(H),"9,400",155,-1.62%,0,94,"1,000",0.00,22,N/A,N/A,
1501,메리츠 CSI 300 ETN,"9,390",0,0.00%,0,94,"1,000",0.00,0,N/A,N/A,
1502,삼성 인버스 금 선물 ETN(H),"9,380",50,+0.54%,0,94,"1,000",0.00,6,N/A,N/A,
1503,KODEX 3대농산물선물(H),"13,020",260,+2.04%,0,94,720,0.00,"28,706",N/A,N/A,
1504,KODEX 모멘텀Plus,"11,700",185,+1.61%,0,94,800,0.00,42,N/A,N/A,
1505,KINDEX 미국스팩&IPO INDXX,"7,795",10,+0.13%,0,94,"1,200",0.00,"1,591",N/A,N/A,
1506,TRUE 은 선물 ETN,"9,350",5,-0.05%,0,94,"1,000",0.00,1,N/A,N/A,
1507,TRUE 인버스 베트남 VN30 선물 ETN(H),"9,300",190,-2.00%,0,93,"1,000",0.00,412,N/A,N/A,
1508,KBSTAR 글로벌클린에너지S&P,"7,735",80,-1.02%,0,93,"1,200",0.00,"3,487",N/A,N/A,
1509,신한 인버스 은 선물 ETN(H),"4,640",40,+0.87%,0,93,"2,000",0.00,665,N/A,N/A,
1510,신한 인버스 달러인덱스 선물 ETN(H),"9,225",0,0.00%,0,92,"1,000",0.00,0,N/A,N/A,
1511,KBSTAR 수출주,"11,505",245,+2.18%,0,92,800,0.00,100,N/A,N/A,
1512,WOORI AI ESG액티브,"9,175",60,+0.66%,0,92,"1,000",0.00,"84,361",N/A,N/A,
1513,KB 레버리지 은 선물 ETN(H),"18,340",45,-0.24%,0,92,500,0.00,3,N/A,N/A,
1514,신한 인버스 Russell 2000 ETN,"9,165",95,-1.03%,0,92,"1,000",0.00,1,N/A,N/A,
1515,코오롱글로벌우,"29,250","1,000",+3.54%,"5,000",91,313,0.82,"1,284",5.37,N/A,
1516,삼성 인버스 China A50 선물 ETN(H),"9,135",30,-0.33%,0,91,"1,000",0.00,8,N/A,N/A,
1517,TRUE 플래티넘 선물 ETN,"9,120",75,-0.82%,0,91,"1,000",0.00,129,N/A,N/A,
1518,KB 인버스 2X S&P 500 선물 ETN,"9,065",200,-2.16%,0,91,"1,000",0.00,"1,152",N/A,N/A,
1519,TIGER 이머징마켓MSCI레버리지(합성 H),"12,180",410,+3.48%,0,90,740,0.00,31,N/A,N/A,
1520,서울식품우,"4,040",45,+1.13%,100,90,"2,224",0.22,"1,731",-237.65,N/A,
1521,KB 인버스 2X 구리 선물 ETN(H),"17,820",240,-1.33%,0,89,500,0.00,300,N/A,N/A,
1522,신한 인버스 2X 다우존스지수 선물 ETN(H),"2,220",25,-1.11%,0,89,"4,000",0.00,"16,685",N/A,N/A,
1523,삼성 S&P500 VIX S/T 선물 ETN(H) C,"8,785",545,-5.84%,0,88,"1,000",0.00,"35,019",N/A,N/A,
1524,메리츠 국채30년 ETN,"8,775",35,+0.40%,0,88,"1,000",0.00,3,N/A,N/A,
1525,하나 코스닥150 선물 ETN,"8,765",175,+2.04%,0,88,"1,000",0.00,2,N/A,N/A,
1526,동원시스템즈우,"32,900",100,+0.30%,"5,000",87,265,0.11,185,14.90,N/A,
1527,KINDEX 멕시코MSCI(합성),"10,890",120,+1.11%,0,87,800,0.00,45,N/A,N/A,
1528,금호건설우,"29,700",150,+0.51%,"5,000",87,292,0.00,182,10.05,N/A,
1529,TIGER KRX2차전지K-뉴딜레버리지,"6,925",75,+1.09%,0,87,"1,250",0.00,"100,834",N/A,N/A,
1530,KB 인버스 2X 금 선물 ETN(H),"17,300",0,0.00%,0,86,500,0.00,0,N/A,N/A,
1531,KODEX MSCI Korea,"17,285",5,+0.03%,0,86,500,0.00,588,N/A,N/A,
1532,ARIRANG 글로벌MSCI(합성 H),"16,935",55,+0.33%,0,86,510,0.00,257,N/A,N/A,
1533,KODEX 콩선물(H),"14,365",150,+1.06%,0,86,600,0.00,"4,324",N/A,N/A,
1534,TRUE 코스닥 150 ETN,"8,600",90,+1.06%,0,86,"1,000",0.00,"7,544",N/A,N/A,
1535,KBSTAR 미국고정배당우선증권ICE TR,"10,115",45,+0.45%,0,86,850,0.00,507,N/A,N/A,
